"ParcelID","Location","RM","BD","BA","34BA","HB","FP","Owned","NBC","Imp","Floor","Loc","Grade","Built","Price","Date","Area","Value","_Change","f0","Type","Nhood",
"16-23","17 PURITAN ROAD","8","4","2","0","1","2","0.00%","5010","21","","False","4","1964","1","01/17/2013","1548","694000","8.23","False","SPLIT LEVL","5010",
"16-24","33 MAYFLOWER DRIVE","7","3","2","0","1","1","0.00%","5010","21","","False","3","1972","617000","08/14/2018","2250","780900","0.41","False","SPLIT LEVL","5010",
"16-25","31 MAYFLOWER DRIVE","8","4","2","0","1","2","0.00%","5010","21","","False","3","1971","470000","05/31/2013","3172","743600","7.21","False","SPLIT LEVL","5010",
"16-26","197 TOPSFIELD ROAD","7","3","1","0","1","0","0.00%","1000","19","","False","4","1956","281500","01/02/2008","1558","657900","-4.98","False","RANCH","1000",
"16-27","195 TOPSFIELD ROAD","8","3","2","1","0","1","0.00%","1000","19","","False","4","1956","595000","08/28/2020","1722","768600","-6.69","False","RANCH","1000",
"16-28","189 TOPSFIELD ROAD","6","3","2","0","0","1","0.00%","1000","5","","False","3","1953","0","04/02/2014","1638","634300","11.79","False","CAPE","1000",
"16-29","187 TOPSFIELD ROAD","6","4","2","0","0","1","0.00%","1000","5","","False","7","1950","600000","09/16/2020","2690","855300","18.94","False","CAPE","1000",
"16-3","40 MAYFLOWER DRIVE","6","3","2","0","0","0","0.00%","5010","18","","False","4","1974","483000","01/05/2015","2381","812600","10.89","False","SPLIT ENT","5010",
"16-30","185 TOPSFIELD ROAD","6","2","2","0","0","1","0.00%","1000","6","","False","3","1935","375000","08/14/2015","2372","681000","9.79","False","COLONIAL","1000",
"16-31","181 TOPSFIELD ROAD","7","3","1","0","0","1","0.00%","1000","5","","False","3","1955","0","04/01/1971","1296","607200","11.27","False","CAPE","1000",
"16-32","19 MERIDIAN ROAD","12","5","3","0","0","2","0.00%","1000","6","","False","3","1950","575000","10/17/2019","2944","779000","13.97","False","COLONIAL","1000",
"16-33","17 MERIDIAN ROAD","8","4","2","1","0","1","0.00%","1000","6","","False","3","1955","396000","05/31/2013","2860","872700","44.68","False","COLONIAL","1000",
"16-34","15 MERIDIAN ROAD","6","3","1","0","0","1","0.00%","1000","19","","False","3","1955","224300","06/30/1999","1332","577900","-2.22","False","RANCH","1000",
"16-35","13 MERIDIAN ROAD","8","4","2","0","0","1","0.00%","1000","5","","False","3","1954","100","05/12/2022","1543","615000","15.04","False","CAPE","1000",
"16-36","11 MERIDIAN ROAD","7","3","2","0","0","1","0.00%","1000","5","","False","3","1955","730000","04/05/2023","1764","693400","10.47","False","CAPE","1000",
"16-37","9 MERIDIAN ROAD","7","3","2","0","0","2","0.00%","1000","19","","False","4","1955","0","12/13/2016","2450","663600","-1.15","False","RANCH","1000",
"16-38","7 MERIDIAN ROAD","7","3","1","0","0","2","0.00%","1000","19","","False","4","1954","1","08/29/2005","1652","706100","-1.85","False","RANCH","1000",
"16-39","5 MERIDIAN ROAD","8","5","1","0","1","1","0.00%","1000","5","","False","3","1950","368000","04/05/2013","2208","619700","10.76","False","CAPE","1000",
"16-4","7 PURITAN ROAD","7","3","1","1","1","1","0.00%","5010","19","","False","3","1959","375000","02/04/2011","1761","714900","4.06","False","RANCH","5010",
"16-40","3 MERIDIAN ROAD","7","3","2","0","0","1","0.00%","1000","5","","False","3","1955","700000","11/08/2021","1829","764800","9.68","False","CAPE","1000",
"16-41","1 MERIDIAN ROAD","8","4","2","0","0","2","0.00%","1000","5","","False","3","1955","785000","05/05/2023","1829","695000","16.49","False","CAPE","1000",
"16-42","169 TOPSFIELD ROAD","4","1","1","0","0","1","0.00%","1000","19","","False","4","1955","158000","09/01/1986","912","612400","7.76","False","RANCH","1000",
"16-43","175 TOPSFIELD ROAD","5","3","2","0","0","2","0.00%","1000","19","","False","4","1955","205000","02/08/2013","1316","608000","0.25","False","RANCH","1000",
"16-44","10 MERIDIAN ROAD","6","3","1","0","1","1","0.00%","1000","19","","False","3","1955","410000","11/30/2015","1729","661300","-10.3","False","RANCH","1000",
"16-45","8 MERIDIAN ROAD","7","3","2","0","0","1","0.00%","1000","5","","False","3","1955","208000","07/01/1994","2336","639400","13.13","False","CAPE","1000",
"16-46","6 MERIDIAN ROAD","6","3","1","0","0","2","0.00%","1000","19","","False","4","1955","499900","02/14/2020","1316","650500","-5.81","False","RANCH","1000",
"16-47","4 MERIDIAN ROAD","6","2","1","0","0","2","0.00%","1000","5","","False","3","1955","359900","12/30/2016","1584","601800","13.31","False","CAPE","1000",
"16-48","2 MERIDIAN ROAD","7","3","1","0","1","1","0.00%","1000","5","","False","3","1955","30000","05/24/2019","1745","627300","18.67","False","CAPE","1000",
"16-49","173 TOPSFIELD ROAD","5","3","1","0","1","1","0.00%","1000","19","","False","5","1955","402000","04/14/2017","1092","668900","4.6","False","RANCH","1000",
"16-5","5 PURITAN ROAD","10","4","2","0","0","1","0.00%","5010","5","","False","4","1956","10","06/29/2009","1999","814400","18.63","False","CAPE","5010",
"16-50","176 TOPSFIELD ROAD","5","3","2","0","0","0","0.00%","1000","5","","False","2","1934","0","04/01/1980","1638","615500","9.5","False","CAPE","1000",
"16-54","6 MAPLE ST","7","3","1","0","1","0","0.00%","1000","15","","False","3","1870","674000","07/15/2021","1548","674000","2.93","False","OLD STYLE","1000",
"16-56","16 MAPLE ST","8","4","2","0","1","2","0.00%","1000","6","","False","3","1962","1","09/19/2023","2464","863700","23.65","False","COLONIAL","1000",
"16-59","132 TOPSFIELD ROAD","7","3","1","0","0","1","0.00%","1000","5","","False","6","1948","480000","08/27/2020","1252","701800","23.49","False","CAPE","1000",
"16-6","3 PURITAN ROAD","9","4","2","0","0","2","0.00%","5010","5","","False","4","1966","0","07/15/2014","2193","867800","17.94","False","CAPE","5010",
"16-60","2 EATON ROAD","6","3","1","0","1","3","0.00%","3000","6","","False","3","1950","0","06/01/1977","1545","728600","17.23","False","COLONIAL","3000",
"16-61","4 EATON ROAD","7","3","2","0","1","1","0.00%","3000","5","","False","3","1950","1","07/28/2017","2088","866200","11.74","False","CAPE","3000",
"16-62","6 EATON ROAD","7","4","1","1","0","1","0.00%","3000","5","","False","3","1956","346500","01/31/2001","1876","791800","25.13","False","CAPE","3000",
"16-63","8 EATON ROAD","6","3","0","1","1","1","0.00%","3000","19","","False","3","1955","429470","07/12/2019","1316","687000","1.19","False","RANCH","3000",
"16-64","10 EATON ROAD","6","3","2","0","0","1","0.00%","3000","6","","False","3","1952","312500","04/27/2018","2658","768500","14.21","False","COLONIAL","3000",
"16-65","12 EATON ROAD","6","3","1","0","0","0","0.00%","3000","5","","False","3","1955","0","03/12/2010","864","750100","6.13","False","CAPE","3000",
"16-66","14 EATON ROAD","6","3","2","0","0","1","0.00%","3000","19","","False","3","1953","1","05/27/2021","1888","711500","4.72","False","RANCH","3000",
"16-68","175 CHERRY ST","7","3","1","0","1","1","0.00%","3000","19","","False","3","1953","460000","03/23/2021","2075","661400","1.71","False","RANCH","3000",
"16-68","175 CHERRY ST","7","3","1","0","1","1","0.00%","3000","19","","False","3","1953","460000","03/23/2021","2075","661400","1.71","False","","3000",
"16-69","177 CHERRY ST","4","4","2","0","0","1","0.00%","3000","5","","False","3","1949","400000","07/27/2016","1811","726700","12.13","False","CAPE","3000",
"16-7","1 PURITAN ROAD","5","3","1","0","1","2","0.00%","5010","19","","False","3","1963","415000","10/01/2013","2003","690700","-1.44","False","RANCH","5010",
"16-70","13 EATON ROAD","5","2","1","0","0","1","0.00%","3000","19","","False","3","1952","10","03/12/2018","1868","696200","-2.29","False","RANCH","3000",
"16-72","179 CHERRY ST","6","2","2","0","0","1","0.00%","3000","19","","False","3","1945","1","12/05/2011","1929","826100","-0.7","False","RANCH","3000",
"16-73","7 EATON ROAD","7","3","1","1","0","1","0.00%","3000","21","","False","3","1958","355000","04/30/2010","1414","663300","4.84","False","SPLIT LEVL","3000",
"16-74","5 EATON ROAD","7","3","0","1","0","1","0.00%","3000","5","","False","3","1948","0","07/14/1999","1856","706400","13.13","False","CAPE","3000",
"16-75","3 EATON ROAD","5","3","1","0","0","1","0.00%","3000","19","","False","3","1952","1","08/30/2023","1064","681100","-0.93","False","RANCH","3000",
"16-77","136 TOPSFIELD ROAD","7","3","1","0","0","1","0.00%","1000","5","","False","3","1944","10","12/21/2016","1692","614400","13.23","False","CAPE","1000",
"16-78","191 CHERRY ST","5","3","2","0","0","1","0.00%","3000","22","","False","0","1951","600000","10/18/2022","2393","679700","8.73","False","CONVENTONL","3000",
"16-79","187 CHERRY ST","7","3","1","0","1","2","0.00%","3000","6","","False","3","1945","1","10/27/2021","1717","721200","16.25","False","COLONIAL","3000",
"16-8","26 MAPLE ST","8","4","2","0","1","6","0.00%","1000","1","","False","3","1695","355000","10/31/1997","2987","775500","18.38","False","ANTIQUE","1000",
"16-80","185 CHERRY ST","7","3","1","0","1","1","0.00%","3000","5","","False","3","1949","625000","05/20/2022","2534","732100","13.49","False","CAPE","3000",
"16-81","183 CHERRY ST","6","2","1","0","1","1","0.00%","3000","5","","False","3","1960","100","03/25/2022","2086","737500","15.49","False","CAPE","3000",
"16-82","181 CHERRY ST","8","4","1","0","1","1","0.00%","3000","6","","False","3","1960","500000","05/31/2017","2066","739900","17.95","False","COLONIAL","3000",
"16-83","184 CHERRY ST","10","3","6","0","0","2","0.00%","3000","101","","False","6","1935","1","08/24/2022","5506","1803100","24.35","False","ESTATE","3000",
"16-84","2 DANIELS ROAD","8","3","2","0","0","0","0.00%","2000","15","","False","3","1900","341000","12/20/2010","2326","762600","2.67","False","OLD STYLE","2000",
"16-85","4 DANIELS ROAD","9","4","1","0","1","2","0.00%","2000","6","","False","3","1967","617500","11/13/2018","2670","795600","6.14","False","COLONIAL","2000",
"16-86","6 DANIELS ROAD","8","3","1","0","1","1","0.00%","2000","5","","False","3","1969","276700","03/31/1998","2481","776500","3.3","False","CAPE","2000",
"16-87","1 DANIELS ROAD","9","5","1","0","1","1","0.00%","2000","6","","False","4","1966","100","04/04/2007","2016","818100","6.97","False","COLONIAL","2000",
"16-88","3 DANIELS ROAD","9","4","2","0","0","2","0.00%","2000","18","","False","3","1964","1","10/09/2018","3244","833300","3.17","False","SPLIT ENT","2000",
"16-89","5 DANIELS ROAD","8","5","2","1","0","2","0.00%","2000","18","","False","3","1968","1","05/08/2018","3070","860400","3.12","False","SPLIT ENT","2000",
"16-9","2 PURITAN ROAD","8","4","2","0","1","2","0.00%","5010","6","","False","4","1992","837500","03/22/2021","3242","980300","19.39","False","COLONIAL","5010",
"16-90","7 DANIELS ROAD","8","4","1","0","1","0","0.00%","2000","6","","False","3","1966","0","05/01/1974","1872","763700","4.96","False","COLONIAL","2000",
"16-91","9 DANIELS ROAD","8","4","2","0","1","1","0.00%","2000","5","","False","4","1969","0","03/01/1993","2433","833900","5.29","False","CAPE","2000",
"16-92","186 TOPSFIELD ROAD","8","4","2","0","0","1","0.00%","1000","6","","False","3","1949","185000","10/18/1999","1920","658100","11.05","False","COLONIAL","1000",
"16-93","190 TOPSFIELD ROAD","8","4","2","0","1","0","0.00%","1000","15","","False","3","1920","1","10/31/2011","2286","670000","8.59","False","OLD STYLE","1000",
"16-94","194 TOPSFIELD ROAD","8","3","2","0","0","2","0.00%","1000","6","","False","6","1900","680000","03/01/2019","2144","944100","16.82","False","COLONIAL","1000",
"16-95","198 TOPSFIELD ROAD","6","4","1","0","1","1","0.00%","1000","5","","False","3","1950","335000","01/23/2015","1377","623100","10.58","False","CAPE","1000",
"16-96","200 TOPSFIELD ROAD","6","3","1","0","0","1","0.00%","1000","19","","False","3","1949","383000","01/08/2015","1294","615000","-3.42","False","RANCH","1000",
"16-97","128 TOPSFIELD ROAD","9","4","4","0","2","2","0.00%","1000","6","","False","9","2020","1","11/01/2022","5201","1943300","21.81","False","COLONIAL","1000",
"16-98","120 TOPSFIELD ROAD","7","4","2","0","1","1","0.00%","1000","6","","False","3","1967","440000","08/27/2008","2219","710000","11.18","False","COLONIAL","1000",
"17-1","114 TOPSFIELD ROAD","6","3","1","0","1","1","0.00%","1000","15","","False","3","1850","0","07/01/1995","1246","632100","7.87","False","OLD STYLE","1000",
"17-10","143 CHERRY ST","9","3","2","0","1","2","0.00%","3000","5","","False","4","1935","1","01/02/2019","2193","881500","16.83","False","CAPE","3000",
"17-11","137 CHERRY ST","8","4","2","0","1","1","0.00%","3000","1","","False","6","1885","1","06/13/2022","1806","1019200","14.03","False","ANTIQUE","3000",
"17-12","139 CHERRY ST","9","4","3","0","0","1","0.00%","3000","1","","False","6","1957","865000","07/17/2014","3632","1193100","16.88","False","ANTIQUE","3000",
"17-14A","130 CHERRY ST","11","5","3","0","1","0","0.00%","3000","1","","False","4","1870","544500","01/09/2013","2876","978600","14.26","False","ANTIQUE","3000",
"17-15","138 CHERRY ST","8","4","2","0","1","2","0.00%","3000","6","","False","3","1962","587000","05/24/2000","4660","923700","16.44","False","COLONIAL","3000",
"17-16","140 CHERRY ST","11","5","3","0","1","1","0.00%","3000","6","","False","6","1900","1255000","10/16/2017","4710","1361000","3.18","False","COLONIAL","3000",
"17-17","4 MORGAN STREET","9","4","2","0","1","2","0.00%","6700","6","","False","5","1963","780000","10/01/2004","3310","901800","7.42","False","COLONIAL","6700",
"17-18","4 KIMBALL AVENUE","11","5","5","0","0","3","0.00%","6700","5","","False","6","1964","1285000","10/18/2023","3415","1067700","9.38","False","CAPE","6700",
"17-19","6 KIMBALL AVENUE","8","4","2","0","1","1","0.00%","6700","6","","False","6","1968","1265000","11/07/2023","2622","1027800","16.21","False","COLONIAL","6700",
"17-2","169 CHERRY ST","4","2","1","0","0","1","0.00%","3000","6","","False","4","1925","386550","05/24/2017","950","643000","14.09","False","COLONIAL","3000",
"17-20","5 KIMBALL AVENUE","8","4","2","0","1","1","0.00%","6700","21","","False","6","1966","0","07/10/1987","2671","896400","2.25","False","SPLIT LEVL","6700",
"17-21","8 MORGAN STREET","8","4","3","0","1","3","0.00%","6700","6","","False","4","1964","865000","04/07/2021","3527","933000","4.25","False","COLONIAL","6700",
"17-22","6 MORGAN STREET","9","4","3","0","0","2","0.00%","6700","21","","False","5","1962","0","11/02/1992","3811","988500","7.06","False","SPLIT LEVL","6700",
"17-23","7 MORGAN STREET","10","4","3","0","1","3","0.00%","6700","6","","False","4","1964","0","08/15/2019","3722","940800","12.27","False","COLONIAL","6700",
"17-24","9 MORGAN STREET","9","4","3","0","0","2","0.00%","6700","9","","False","5","1971","0","08/16/1995","3584","1064300","1.31","False","CONTEMPORY","6700",
"17-25","162 CHERRY ST","11","5","2","1","1","6","0.00%","3000","15","","False","3","1648","0","06/23/1989","3388","975100","41.2","False","OLD STYLE","3000",
"17-26","3 MORGAN STREET","8","4","3","0","1","2","0.00%","6700","9","","False","5","1973","521250","02/01/2011","3304","1038000","5.41","False","CONTEMPORY","6700",
"17-28","5 MORGAN STREET","9","4","4","0","1","0","0.00%","6700","5","","False","5","2014","0","06/06/2013","3763","1372400","14.95","False","CAPE","6700",
"17-29","5 STAGE HILL ROAD","11","4","3","0","1","2","0.00%","6500","6","","False","5","1986","1","09/20/2013","4020","1476500","22.57","False","COLONIAL","6500",
"17-30","3 STAGE HILL ROAD","9","4","2","0","1","2","0.00%","6500","6","","False","5","1986","1020000","08/20/2021","3308","1284900","24.4","False","COLONIAL","6500",
"17-31","1 STAGE HILL ROAD","7","3","2","0","0","0","0.00%","6500","9","","False","5","1987","100","05/24/2017","2628","1222400","5.84","False","CONTEMPORY","6500",
"17-32","174 CHERRY ST","5","3","1","1","0","1","0.00%","3000","22","","False","3","1982","576000","10/29/2020","748","679200","-10.55","False","CONVENTONL","3000",
"17-3A","165 CHERRY ST","9","5","4","0","1","2","0.00%","3000","5","","False","4","1971","1110000","12/03/2021","4262","1172000","5.41","False","CAPE","3000",
"17-4","155 CHERRY ST","10","4","2","0","1","2","0.00%","3000","6","","False","5","1942","1","12/15/2015","3396","1180700","15.78","False","COLONIAL","3000",
"17-4B","17 REGWILL AVENUE","7","3","3","0","0","1","0.00%","5020","5","","False","5","1973","1","06/07/2019","3330","958700","10.22","False","CAPE","5020",
"17-5","147 CHERRY ST","7","3","1","0","1","1","0.00%","3000","6","","False","4","1939","0","12/20/2019","1240","767100","9.66","False","COLONIAL","3000",
"17-6","12 REGWILL AVENUE","8","4","4","0","0","2","0.00%","5020","15","","False","3","1937","1","08/08/2013","2755","819300","3.95","False","OLD STYLE","5020",
"17-7","16 REGWILL AVENUE","9","4","3","0","0","1","0.00%","5020","5","","False","4","1940","757500","05/20/2019","3098","975200","14.27","False","CAPE","5020",
"17-8","15 REGWILL AVENUE","7","4","1","0","1","1","0.00%","5020","6","","False","3","1960","598000","07/06/2017","2802","757900","8.41","False","COLONIAL","5020",
"17-9","11 REGWILL AVENUE","10","4","4","0","0","1","0.00%","5020","6","","False","4","1960","690000","05/15/2019","2811","876200","10.77","False","COLONIAL","5020",
"18-10","7 CEDAR STREET","8","4","2","0","1","2","0.00%","5010","19","","False","7","1971","0","01/07/2020","2446","1007000","3.19","False","RANCH","5010",
"18-11","5 CEDAR STREET","8","3","2","0","1","1","0.00%","5010","6","","False","4","2002","632000","05/23/2014","2676","823300","17.38","False","COLONIAL","5010",
"18-13","1 CEDAR STREET","7","3","1","0","0","2","0.00%","5010","6","","False","6","1955","483000","09/28/2015","1656","692000","24.93","False","COLONIAL","5010",
"18-15","4 CEDAR STREET","5","3","3","0","1","1","0.00%","5010","1","","False","5","1900","660000","08/20/2020","1984","762100","14.76","False","ANTIQUE","5010",
"18-16","6 CEDAR STREET","8","3","3","0","0","1","0.00%","5010","1","","False","5","1840","700000","09/24/2020","1795","800300","15.52","False","ANTIQUE","5010",
"18-18","10 CEDAR STREET","6","3","1","0","1","1","0.00%","5010","15","","False","3","1935","600000","05/14/2021","1176","616200","-1.69","False","OLD STYLE","5010",
"18-19","12 CEDAR STREET","6","3","2","0","0","0","0.00%","5010","15","","False","4","1947","1","10/27/2023","1144","612900","0.28","False","OLD STYLE","5010",
"18-20","14 CEDAR STREET","8","5","2","0","0","1","0.00%","5010","15","","False","4","1940","190000","11/29/1999","1449","641500","1.94","False","OLD STYLE","5010",
"18-21","18 CEDAR STREET","10","4","2","0","1","6","0.00%","5010","1","","False","6","1790","720000","09/20/2013","3284","974100","20.71","False","ANTIQUE","5010",
"18-22","26 CEDAR STREET","9","4","4","0","0","3","0.00%","5010","1","","False","8","1880","1175000","05/07/2021","2755","1271600","15.57","False","ANTIQUE","5010",
"18-23","47 CHERRY ST","6","2","1","0","1","1","0.00%","3000","6","","False","3","1930","1","10/27/2023","1392","809100","15.21","False","COLONIAL","3000",
"18-24","45 CHERRY ST","12","3","3","0","1","0","0.00%","3000","6","","False","8","1900","894000","05/28/2020","2676","1314400","24.99","False","COLONIAL","3000",
"18-25","41 CHERRY ST","9","4","2","0","1","1","0.00%","3000","22","","False","6","2017","0","06/06/2016","2622","1167200","11.85","False","CONVENTONL","3000",
"18-26","35 CHERRY ST","6","3","0","1","1","0","0.00%","3000","15","","False","3","1900","699000","08/10/2022","1276","686000","8.24","False","OLD STYLE","3000",
"18-27","39 CHERRY ST","7","3","1","0","0","0","0.00%","3000","15","","False","3","1900","1","03/23/2018","1186","672500","15.47","False","OLD STYLE","3000",
"18-28","18 CHERRY ST","7","4","1","0","1","1","0.00%","3000","6","","False","3","1840","112000","02/01/1986","1701","780500","20.06","False","COLONIAL","3000",
"18-29","20 CHERRY ST","8","3","2","0","1","0","0.00%","3000","6","","False","3","1900","1","05/24/2013","2154","814900","13.24","False","COLONIAL","3000",
"18-3","51 CHERRY ST","13","6","4","0","0","1","0.00%","3000","6","","False","5","1985","1","04/23/2021","4928","1386500","22.91","False","COLONIAL","3000",
"18-30","20R CHERRY ST","5","3","2","0","0","1","0.00%","3000","19","","False","3","1955","1","08/04/2021","1573","712200","-1.49","False","RANCH","3000",
"18-31","22 CHERRY ST","6","3","1","0","1","1","0.00%","3000","5","","False","3","1950","327000","12/20/2011","1656","769500","12.29","False","COLONIAL","3000",
"18-32","22 CHERRY ST","8","4","1","0","1","1","0.00%","3000","6","","False","3","1900","130000","12/01/1985","1740","756800","16.41","False","COLONIAL","3000",
"18-34","26 CHERRY ST","10","4","3","0","1","0","0.00%","3000","15","","False","3","1880","452500","05/20/2003","2530","833400","5.87","False","OLD STYLE","3000",
"18-35","30 CHERRY ST","10","4","1","0","1","2","0.00%","3000","15","","False","3","1860","589000","12/20/2011","2765","945800","10.7","False","OLD STYLE","3000",
"18-36","36 CHERRY ST","6","3","1","0","1","2","0.00%","3000","19","","False","3","1950","1","06/11/2014","1825","729400","-2.64","False","RANCH","3000",
"18-37","40 CHERRY ST","14","5","3","0","1","3","0.00%","3000","1","","False","6","1880","1370000","11/03/2022","3431","1267400","47.39","False","ANTIQUE","3000",
"18-38","42 CHERRY ST","8","4","1","0","1","1","0.00%","3000","6","","False","3","1975","496000","02/27/2007","1978","763100","15.38","False","COLONIAL","3000",
"18-3A","30 CEDAR STREET","7","2","2","0","1","3","0.00%","5010","6","","False","6","1977","750000","06/13/2017","2565","1041500","18.85","False","COLONIAL","5010",
"18-3B","38 CEDAR STREET","9","3","2","0","1","0","0.00%","5010","6","","False","6","1998","0","11/06/2002","3232","1162600","24.26","False","COLONIAL","5010",
"18-3C","40 CEDAR STREET","3","1","1","0","0","1","0.00%","5010","22","","False","3","1930","425000","09/18/2020","1100","659600","13.1","False","CONVENTONL","5010",
"18-3D","42 CEDAR STREET","4","1","1","0","1","1","0.00%","5010","15","","False","3","1920","0","10/10/2000","1504","687700","9.12","False","OLD STYLE","5010",
"18-3E","1 RAMONA WAY","10","5","3","0","1","1","0.00%","5010","5","","False","7","1982","1290000","01/08/2021","6138","1305200","7.89","False","CAPE","5010",
"18-3G","49 CHERRY ST","10","4","2","1","1","1","0.00%","3000","6","","False","5","2022","585000","02/05/2021","3220","1291300","114.86","False","COLONIAL","3000",
"18-4","15 CEDAR STREET","7","3","1","0","1","1","0.00%","5010","15","","False","3","1900","416000","06/15/2015","2089","673500","11.32","False","OLD STYLE","5010",
"18-40","48 CHERRY ST","7","3","3","0","0","1","0.00%","3000","6","","False","4","1987","1","02/06/2002","2657","865300","17.14","False","COLONIAL","3000",
"18-41","51 MONUMENT STREET","6","3","1","0","0","0","0.00%","5010","19","","False","4","1951","80000","07/01/1981","1554","641900","-0.85","False","RANCH","5010",
"18-42","47 MONUMENT STREET","5","2","1","0","0","1","0.00%","5010","19","","False","4","1951","99","08/08/2014","1202","622100","6.98","False","RANCH","5010",
"18-43","43 MONUMENT STREET","5","4","2","0","0","1","0.00%","5010","19","","False","3","1950","130000","11/01/1991","1995","698300","-2.78","False","RANCH","5010",
"18-44","41 MONUMENT STREET","5","3","1","0","1","0","0.00%","5010","5","","False","4","1950","350000","07/22/2003","1482","649600","17.55","False","CAPE","5010",
"18-45","37 MONUMENT STREET","7","3","1","0","1","1","0.00%","5020","15","","False","3","1937","571000","12/30/2014","2280","801600","7.45","False","OLD STYLE","5020",
"18-46","33 MONUMENT STREET","8","4","2","0","1","2","0.00%","5020","6","","False","5","1924","1","06/16/2023","3422","1010300","20.52","False","COLONIAL","5020",
"18-47","29 MONUMENT STREET","11","6","3","0","1","2","0.00%","5020","6","","False","6","1900","940000","06/28/2019","2788","1071000","1.0","False","COLONIAL","5020",
"18-48","25 MONUMENT STREET","7","4","3","0","1","1","0.00%","5020","6","","False","5","1925","952000","07/30/2008","3564","1024300","16.56","False","COLONIAL","5020",
"18-49","19 MONUMENT STREET","9","5","2","0","1","2","0.00%","5020","6","","False","5","1918","700000","01/30/2004","2940","933300","11.76","False","COLONIAL","5020",
"18-50","24 MONUMENT STREET","7","4","2","0","2","1","0.00%","5020","6","","False","6","1962","100","04/02/2019","3224","993000","14.26","False","COLONIAL","5020",
"18-51","26 MONUMENT STREET","12","6","3","0","1","4","0.00%","5020","6","","False","9","1910","1120000","04/30/2019","3126","1489000","18.83","False","COLONIAL","5020",
"18-52","30 MONUMENT STREET","9","4","4","0","1","1","0.00%","5020","6","","False","8","1910","937500","08/09/2013","3955","1442100","18.25","False","COLONIAL","5020",
"18-53","34 MONUMENT STREET","9","4","2","0","1","2","0.00%","5020","6","","False","6","1930","1","07/26/2022","2256","957400","10.07","False","COLONIAL","5020",
"18-54","36 MONUMENT STREET","6","2","2","0","0","1","0.00%","5020","19","","False","6","1950","386000","01/31/2007","2658","1030000","15.1","False","RANCH","5020",
"18-55","38 MONUMENT STREET","8","4","1","0","1","2","0.00%","5020","19","","False","4","1955","330000","03/28/1996","2128","852500","17.68","False","RANCH","5020",
"18-56","44 MONUMENT STREET","7","3","2","0","1","0","0.00%","5010","15","","False","3","1924","1","07/17/2017","2482","727200","13.5","False","OLD STYLE","5010",
"18-57","46 MONUMENT STREET","11","5","3","0","0","1","0.00%","5010","22","","False","3","1931","547500","01/03/2003","2052","686900","12.85","False","CONVENTONL","5010",
"18-59","48 MONUMENT STREET","7","3","1","0","1","2","0.00%","5010","5","","False","3","1941","199000","07/01/1991","1978","628700","22.94","False","CAPE","5010",
"18-6","15R CHERRY ST","9","4","2","0","0","1","0.00%","3000","5","","False","4","1959","632100","06/14/2019","2433","871400","10.22","False","CAPE","3000",
"18-60","50 MONUMENT STREET","8","2","2","0","0","2","0.00%","5010","19","","False","4","1940","360000","06/06/2013","1733","593100","-3.75","False","RANCH","5010",
"18-62","56 CHERRY ST","5","3","1","0","1","1","0.00%","3000","1","","False","3","1754","569000","07/26/2002","2992","847200","12.35","False","ANTIQUE","3000",
"18-63","4 PLEASANT STREET","7","2","2","0","0","2","0.00%","3000","5","","False","3","1954","400000","09/11/2007","1994","798300","12.64","False","CAPE","3000",
"18-66","3 OLD TOWN WAY","8","4","1","0","1","1","0.00%","5010","6","","False","4","1964","625000","04/25/2003","2088","766200","18.41","False","COLONIAL","5010",
"18-67","88 CHERRY ST","7","4","1","0","1","2","0.00%","3000","6","","False","5","1964","228000","01/26/2009","2532","974300","18.18","False","COLONIAL","3000",
"18-69","21 CEDAR STREET","13","4","2","0","1","2","0.00%","5010","6","","False","6","1986","1","08/16/2013","2828","1004200","20.12","False","COLONIAL","5010",
"18-7","15 CHERRY ST","5","2","1","0","0","1","0.00%","3000","19","","False","4","1949","0","01/14/2016","1170","724400","7.37","False","RANCH","3000",
"18-8","17 CHERRY ST","10","4","4","0","0","1","0.00%","3000","1","","False","6","1893","970000","06/30/2010","4204","1283000","16.47","False","ANTIQUE","3000",
"18-9","21 CHERRY ST","10","4","2","0","1","4","0.00%","3000","1","","False","6","1750","1000000","12/16/2019","3011","1162400","1.75","False","ANTIQUE","3000",
"19-1","101 MAIN ST","8","5","2","0","1","1","0.00%","3010","1","","False","6","1840","1","06/07/2019","3671","1247500","22.73","False","ANTIQUE","3010",
"19-10","10 CHERRY ST","7","3","2","0","1","1","0.00%","3000","15","","False","8","1920","750000","05/17/2016","2422","1113900","16.76","False","OLD STYLE","3000",
"19-12","1 MONUMENT STREET","8","4","3","1","1","3","0.00%","5020","6","","False","6","1925","1310000","12/15/2021","2693","1244500","10.17","False","COLONIAL","5020",
"19-13","7 MONUMENT STREET","6","3","2","0","0","2","0.00%","5020","22","","False","4","1920","690000","06/22/2018","2183","795800","5.8","False","CONVENTONL","5020",
"19-14","11 MONUMENT STREET","7","3","2","0","0","1","0.00%","5020","6","","False","5","1924","490000","01/25/2006","1728","823900","8.88","False","COLONIAL","5020",
"19-15","15 MONUMENT STREET","9","4","2","0","1","2","0.00%","5020","6","","False","5","1950","376000","06/01/1988","2493","841000","10.25","False","COLONIAL","5020",
"19-17","20 MONUMENT STREET","7","4","2","0","0","1","0.00%","5020","6","","False","4","1900","339000","07/01/1996","2365","893300","32.22","False","COLONIAL","5020",
